0.050000 0.000000 0.000000
0.050000 0.000000 0.000000
0.050000 0.000000 0.000000
0.250000 -0.001501 0.000000
0.250000 0.000000 0.000000
0.250000 0.000000 0.000000
0.500000 -0.001499 0.000000
0.500000 0.000000 0.000000
0.500000 0.000000 0.000000
-0.050000 0.003001 0.000000
-0.050000 0.000000 0.000000
-0.050000 0.000000 0.000000
0.000000 -0.004501 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.250000 0.001500 0.000000
-0.250000 0.000000 0.000000
-0.250000 0.000000 0.000000
0.700000 -0.000501 0.000000
0.700000 0.000000 0.000000
0.700000 0.000000 0.000000
-0.150000 -0.002998 0.000000
-0.150000 0.000000 0.000000
-0.150000 0.000000 0.000000
0.150000 0.007998 0.000000
0.150000 0.000000 0.000000
0.150000 0.000000 0.000000
-0.300000 -0.004999 0.000000
-0.300000 0.000000 0.000000
-0.300000 0.000000 0.000000
-0.200000 -0.003001 0.000000
-0.200000 0.000000 0.000000
-0.200000 0.000000 0.000000
0.000000 0.004002 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.050000 -0.004502 0.000000
-0.050000 0.000000 0.000000
-0.050000 0.000000 0.000000
0.200000 0.002001 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.011593 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
-0.050000 -0.003917 0.000000
-0.050000 0.000000 0.000000
-0.050000 0.000000 0.000000
0.100000 -0.007178 0.000000
0.100000 0.000000 0.000000
0.100000 0.000000 0.000000
0.000000 0.009503 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.050000 -0.014000 0.000000
0.050000 0.000000 0.000000
0.050000 0.000000 0.000000
0.100000 0.005499 0.000000
0.100000 0.000000 0.000000
0.100000 0.000000 0.000000
-0.350000 0.002000 0.000000
-0.350000 0.000000 0.000000
-0.350000 0.000000 0.000000
-0.150000 -0.001502 0.000000
-0.150000 0.000000 0.000000
-0.150000 0.000000 0.000000
-0.100000 -0.002997 0.000000
